query_id,query_type,query_text,retriever_name,rank,document_id,score
ood_01,out_of_distribution,a drill to improve my tennis serve,sparse_bm25_balanced_grammar,10,session_431,-1.2000873045569946
ood_01,out_of_distribution,a drill to improve my tennis serve,hybrid_fusion_balanced_grammar,1,session_108,0.007377049180327869
ood_01,out_of_distribution,a drill to improve my tennis serve,hybrid_fusion_balanced_grammar,2,session_170,0.007258064516129033
ood_01,out_of_distribution,a drill to improve my tennis serve,hybrid_fusion_balanced_grammar,3,session_392,0.007142857142857143
ood_01,out_of_distribution,a drill to improve my tennis serve,hybrid_fusion_balanced_grammar,4,session_073,0.00703125
ood_01,out_of_distribution,a drill to improve my tennis serve,hybrid_fusion_balanced_grammar,5,session_195,0.006923076923076923
ood_01,out_of_distribution,a drill to improve my tennis serve,hybrid_fusion_balanced_grammar,6,session_004,0.006818181818181819
ood_01,out_of_distribution,a drill to improve my tennis serve,hybrid_fusion_balanced_grammar,7,session_473,0.006716417910447761
ood_01,out_of_distribution,a drill to improve my tennis serve,hybrid_fusion_balanced_grammar,8,session_265,0.006617647058823529
ood_01,out_of_distribution,a drill to improve my tennis serve,hybrid_fusion_balanced_grammar,9,session_204,0.006521739130434783
ood_01,out_of_distribution,a drill to improve my tennis serve,hybrid_fusion_balanced_grammar,10,session_431,0.0064285714285714285
ood_02,out_of_distribution,how to practice a badminton drop shot,semantic_e5_balanced_grammar,1,session_489,0.7967614531517029
ood_02,out_of_distribution,how to practice a badminton drop shot,semantic_e5_balanced_grammar,2,session_251,0.7954072952270508
ood_02,out_of_distribution,how to practice a badminton drop shot,semantic_e5_balanced_grammar,3,session_349,0.7944818139076233
ood_02,out_of_distribution,how to practice a badminton drop shot,semantic_e5_balanced_grammar,4,session_452,0.7941240072250366
ood_02,out_of_distribution,how to practice a badminton drop shot,semantic_e5_balanced_grammar,5,session_024,0.7937361598014832
ood_02,out_of_distribution,how to practice a badminton drop shot,semantic_e5_balanced_grammar,6,session_443,0.7936180233955383
ood_02,out_of_distribution,how to practice a badminton drop shot,semantic_e5_balanced_grammar,7,session_402,0.7930654287338257
ood_02,out_of_distribution,how to practice a badminton drop shot,semantic_e5_balanced_grammar,8,session_458,0.7925189733505249
ood_02,out_of_distribution,how to practice a badminton drop shot,semantic_e5_balanced_grammar,9,session_278,0.7922331094741821
ood_02,out_of_distribution,how to practice a badminton drop shot,semantic_e5_balanced_grammar,10,session_316,0.7921257615089417
ood_02,out_of_distribution,how to practice a badminton drop shot,sparse_bm25_balanced_grammar,1,session_084,0.0
ood_02,out_of_distribution,how to practice a badminton drop shot,sparse_bm25_balanced_grammar,2,session_120,0.0
ood_02,out_of_distribution,how to practice a badminton drop shot,sparse_bm25_balanced_grammar,3,session_121,0.0
ood_02,out_of_distribution,how to practice a badminton drop shot,sparse_bm25_balanced_grammar,4,session_147,0.0
ood_02,out_of_distribution,how to practice a badminton drop shot,sparse_bm25_balanced_grammar,5,session_157,0.0
ood_02,out_of_distribution,how to practice a badminton drop shot,sparse_bm25_balanced_grammar,6,session_161,0.0
ood_02,out_of_distribution,how to practice a badminton drop shot,sparse_bm25_balanced_grammar,7,session_171,0.0
ood_02,out_of_distribution,how to practice a badminton drop shot,sparse_bm25_balanced_grammar,8,session_195,0.0
ood_02,out_of_distribution,how to practice a badminton drop shot,sparse_bm25_balanced_grammar,9,session_197,0.0
ood_02,out_of_distribution,how to practice a badminton drop shot,sparse_bm25_balanced_grammar,10,session_218,0.0
ood_02,out_of_distribution,how to practice a badminton drop shot,hybrid_fusion_balanced_grammar,1,session_084,0.007377049180327869
ood_02,out_of_distribution,how to practice a badminton drop shot,hybrid_fusion_balanced_grammar,2,session_120,0.007258064516129033
ood_02,out_of_distribution,how to practice a badminton drop shot,hybrid_fusion_balanced_grammar,3,session_121,0.007142857142857143
ood_02,out_of_distribution,how to practice a badminton drop shot,hybrid_fusion_balanced_grammar,4,session_147,0.00703125
ood_02,out_of_distribution,how to practice a badminton drop shot,hybrid_fusion_balanced_grammar,5,session_157,0.006923076923076923
ood_02,out_of_distribution,how to practice a badminton drop shot,hybrid_fusion_balanced_grammar,6,session_161,0.006818181818181819
ood_02,out_of_distribution,how to practice a badminton drop shot,hybrid_fusion_balanced_grammar,7,session_171,0.006716417910447761
ood_02,out_of_distribution,how to practice a badminton drop shot,hybrid_fusion_balanced_grammar,8,session_195,0.006617647058823529
ood_02,out_of_distribution,how to practice a badminton drop shot,hybrid_fusion_balanced_grammar,9,session_197,0.006521739130434783
ood_02,out_of_distribution,how to practice a badminton drop shot,hybrid_fusion_balanced_grammar,10,session_218,0.0064285714285714285
ood_03,out_of_distribution,a good warm-up for playing padel,semantic_e5_balanced_grammar,1,session_197,0.8106447458267212
ood_03,out_of_distribution,a good warm-up for playing padel,semantic_e5_balanced_grammar,2,session_472,0.8070545196533203
ood_03,out_of_distribution,a good warm-up for playing padel,semantic_e5_balanced_grammar,3,session_070,0.8057041168212891
ood_03,out_of_distribution,a good warm-up for playing padel,semantic_e5_balanced_grammar,4,session_202,0.805679202079773
ood_03,out_of_distribution,a good warm-up for playing padel,semantic_e5_balanced_grammar,5,session_033,0.8050624132156372
ood_03,out_of_distribution,a good warm-up for playing padel,semantic_e5_balanced_grammar,6,session_390,0.8049124479293823
ood_03,out_of_distribution,a good warm-up for playing padel,semantic_e5_balanced_grammar,7,session_079,0.8048895597457886
ood_03,out_of_distribution,a good warm-up for playing padel,semantic_e5_balanced_grammar,8,session_222,0.8047558069229126
ood_03,out_of_distribution,a good warm-up for playing padel,semantic_e5_balanced_grammar,9,session_161,0.8045247197151184
ood_03,out_of_distribution,a good warm-up for playing padel,semantic_e5_balanced_grammar,10,session_210,0.8044827580451965
ood_03,out_of_distribution,a good warm-up for playing padel,sparse_bm25_balanced_grammar,1,session_001,0.0
ood_03,out_of_distribution,a good warm-up for playing padel,sparse_bm25_balanced_grammar,2,session_002,0.0
ood_03,out_of_distribution,a good warm-up for playing padel,sparse_bm25_balanced_grammar,3,session_003,0.0
ood_03,out_of_distribution,a good warm-up for playing padel,sparse_bm25_balanced_grammar,4,session_004,0.0
ood_03,out_of_distribution,a good warm-up for playing padel,sparse_bm25_balanced_grammar,5,session_005,0.0
ood_03,out_of_distribution,a good warm-up for playing padel,sparse_bm25_balanced_grammar,6,session_006,0.0
ood_03,out_of_distribution,a good warm-up for playing padel,sparse_bm25_balanced_grammar,7,session_007,0.0
ood_03,out_of_distribution,a good warm-up for playing padel,sparse_bm25_balanced_grammar,8,session_008,0.0
ood_03,out_of_distribution,a good warm-up for playing padel,sparse_bm25_balanced_grammar,9,session_009,0.0
ood_03,out_of_distribution,a good warm-up for playing padel,sparse_bm25_balanced_grammar,10,session_010,0.0
ood_03,out_of_distribution,a good warm-up for playing padel,hybrid_fusion_balanced_grammar,1,session_197,0.009836065573770493
ood_03,out_of_distribution,a good warm-up for playing padel,hybrid_fusion_balanced_grammar,2,session_472,0.009677419354838708
ood_03,out_of_distribution,a good warm-up for playing padel,hybrid_fusion_balanced_grammar,3,session_070,0.009523809523809523
ood_03,out_of_distribution,a good warm-up for playing padel,hybrid_fusion_balanced_grammar,4,session_202,0.009375
ood_03,out_of_distribution,a good warm-up for playing padel,hybrid_fusion_balanced_grammar,5,session_033,0.009230769230769232
ood_03,out_of_distribution,a good warm-up for playing padel,hybrid_fusion_balanced_grammar,6,session_390,0.00909090909090909
ood_03,out_of_distribution,a good warm-up for playing padel,hybrid_fusion_balanced_grammar,7,session_079,0.008955223880597014
ood_03,out_of_distribution,a good warm-up for playing padel,hybrid_fusion_balanced_grammar,8,session_222,0.008823529411764706
ood_03,out_of_distribution,a good warm-up for playing padel,hybrid_fusion_balanced_grammar,9,session_161,0.008695652173913044
ood_03,out_of_distribution,a good warm-up for playing padel,hybrid_fusion_balanced_grammar,10,session_210,0.00857142857142857
ood_04,out_of_distribution,a session focusing on the volley cross,semantic_e5_balanced_grammar,1,session_197,0.8273141384124756
ood_04,out_of_distribution,a session focusing on the volley cross,semantic_e5_balanced_grammar,2,session_240,0.8241187334060669
ood_04,out_of_distribution,a session focusing on the volley cross,semantic_e5_balanced_grammar,3,session_456,0.8240661025047302
ood_04,out_of_distribution,a session focusing on the volley cross,semantic_e5_balanced_grammar,4,session_087,0.8238303065299988
ood_04,out_of_distribution,a session focusing on the volley cross,semantic_e5_balanced_grammar,5,session_070,0.8236196041107178
ood_04,out_of_distribution,a session focusing on the volley cross,semantic_e5_balanced_grammar,6,session_450,0.8228973150253296
ood_04,out_of_distribution,a session focusing on the volley cross,semantic_e5_balanced_grammar,7,session_084,0.8220158815383911
ood_04,out_of_distribution,a session focusing on the volley cross,semantic_e5_balanced_grammar,8,session_048,0.8220115303993225
ood_04,out_of_distribution,a session focusing on the volley cross,semantic_e5_balanced_grammar,9,session_028,0.8218835592269897
ood_04,out_of_distribution,a session focusing on the volley cross,semantic_e5_balanced_grammar,10,session_342,0.821241557598114
ood_04,out_of_distribution,a session focusing on the volley cross,sparse_bm25_balanced_grammar,1,session_063,1.4411488742354523
ood_04,out_of_distribution,a session focusing on the volley cross,sparse_bm25_balanced_grammar,2,session_081,1.4014768085096256
ood_04,out_of_distribution,a session focusing on the volley cross,sparse_bm25_balanced_grammar,3,session_090,1.4014768085096256
ood_04,out_of_distribution,a session focusing on the volley cross,sparse_bm25_balanced_grammar,4,session_419,1.4014768085096256
ood_04,out_of_distribution,a session focusing on the volley cross,sparse_bm25_balanced_grammar,5,session_270,1.3992110674330243
ood_04,out_of_distribution,a session focusing on the volley cross,sparse_bm25_balanced_grammar,6,session_321,1.3992110674330243
ood_04,out_of_distribution,a session focusing on the volley cross,sparse_bm25_balanced_grammar,7,session_111,1.3693252763554329
ood_04,out_of_distribution,a session focusing on the volley cross,sparse_bm25_balanced_grammar,8,session_240,1.3479979222980392
ood_04,out_of_distribution,a session focusing on the volley cross,sparse_bm25_balanced_grammar,9,session_414,1.332433352817665
ood_04,out_of_distribution,a session focusing on the volley cross,sparse_bm25_balanced_grammar,10,session_461,1.332433352817665
ood_04,out_of_distribution,a session focusing on the volley cross,field_metadata_balanced_grammar,1,session_141,5.369999999999999
ood_04,out_of_distribution,a session focusing on the volley cross,field_metadata_balanced_grammar,2,session_358,5.369999999999999
ood_04,out_of_distribution,a session focusing on the volley cross,field_metadata_balanced_grammar,3,session_388,5.369999999999999
ood_04,out_of_distribution,a session focusing on the volley cross,field_metadata_balanced_grammar,4,session_204,5.2785714285714285
ood_04,out_of_distribution,a session focusing on the volley cross,field_metadata_balanced_grammar,5,session_266,5.2785714285714285
ood_04,out_of_distribution,a session focusing on the volley cross,field_metadata_balanced_grammar,6,session_147,5.253749999999999
ood_04,out_of_distribution,a session focusing on the volley cross,field_metadata_balanced_grammar,7,session_171,5.253749999999999
ood_04,out_of_distribution,a session focusing on the volley cross,field_metadata_balanced_grammar,8,session_322,5.253749999999999
ood_04,out_of_distribution,a session focusing on the volley cross,field_metadata_balanced_grammar,9,session_473,5.253749999999999
ood_04,out_of_distribution,a session focusing on the volley cross,field_metadata_balanced_grammar,10,session_125,5.199188311688312
ood_04,out_of_distribution,a session focusing on the volley cross,hybrid_fusion_balanced_grammar,1,session_240,0.00823055028462998
ood_04,out_of_distribution,a session focusing on the volley cross,hybrid_fusion_balanced_grammar,2,session_063,0.007377049180327869
ood_04,out_of_distribution,a session focusing on the volley cross,hybrid_fusion_balanced_grammar,3,session_141,0.007377049180327869
ood_04,out_of_distribution,a session focusing on the volley cross,hybrid_fusion_balanced_grammar,4,session_081,0.007258064516129033
ood_04,out_of_distribution,a session focusing on the volley cross,hybrid_fusion_balanced_grammar,5,session_358,0.007258064516129033
ood_04,out_of_distribution,a session focusing on the volley cross,hybrid_fusion_balanced_grammar,6,session_090,0.007142857142857143
ood_04,out_of_distribution,a session focusing on the volley cross,hybrid_fusion_balanced_grammar,7,session_388,0.007142857142857143
ood_04,out_of_distribution,a session focusing on the volley cross,hybrid_fusion_balanced_grammar,8,session_087,0.0070503048780487815
ood_04,out_of_distribution,a session focusing on the volley cross,hybrid_fusion_balanced_grammar,9,session_419,0.00703125
ood_04,out_of_distribution,a session focusing on the volley cross,hybrid_fusion_balanced_grammar,10,session_204,0.00703125
ood_05,out_of_distribution,practice the 3-step ghosting,semantic_e5_balanced_grammar,1,session_214,0.7740455865859985
ood_05,out_of_distribution,practice the 3-step ghosting,semantic_e5_balanced_grammar,2,session_266,0.7712973356246948
ood_05,out_of_distribution,practice the 3-step ghosting,semantic_e5_balanced_grammar,3,session_116,0.7711880207061768
ood_05,out_of_distribution,practice the 3-step ghosting,semantic_e5_balanced_grammar,4,session_454,0.7709659337997437
ood_05,out_of_distribution,practice the 3-step ghosting,semantic_e5_balanced_grammar,5,session_381,0.7708266973495483
ood_05,out_of_distribution,practice the 3-step ghosting,semantic_e5_balanced_grammar,6,session_181,0.7703061103820801
ood_05,out_of_distribution,practice the 3-step ghosting,semantic_e5_balanced_grammar,7,session_482,0.770298957824707
ood_05,out_of_distribution,practice the 3-step ghosting,semantic_e5_balanced_grammar,8,session_003,0.7697204351425171
ood_05,out_of_distribution,practice the 3-step ghosting,semantic_e5_balanced_grammar,9,session_358,0.7697156071662903
ood_05,out_of_distribution,practice the 3-step ghosting,semantic_e5_balanced_grammar,10,session_251,0.7691795229911804
ood_05,out_of_distribution,practice the 3-step ghosting,sparse_bm25_balanced_grammar,1,session_001,0.0
ood_05,out_of_distribution,practice the 3-step ghosting,sparse_bm25_balanced_grammar,2,session_002,0.0
ood_05,out_of_distribution,practice the 3-step ghosting,sparse_bm25_balanced_grammar,3,session_003,0.0
ood_05,out_of_distribution,practice the 3-step ghosting,sparse_bm25_balanced_grammar,4,session_004,0.0
ood_05,out_of_distribution,practice the 3-step ghosting,sparse_bm25_balanced_grammar,5,session_005,0.0
ood_05,out_of_distribution,practice the 3-step ghosting,sparse_bm25_balanced_grammar,6,session_006,0.0
ood_05,out_of_distribution,practice the 3-step ghosting,sparse_bm25_balanced_grammar,7,session_007,0.0
ood_05,out_of_distribution,practice the 3-step ghosting,sparse_bm25_balanced_grammar,8,session_008,0.0
ood_05,out_of_distribution,practice the 3-step ghosting,sparse_bm25_balanced_grammar,9,session_009,0.0
ood_05,out_of_distribution,practice the 3-step ghosting,sparse_bm25_balanced_grammar,10,session_010,0.0
ood_05,out_of_distribution,practice the 3-step ghosting,hybrid_fusion_balanced_grammar,1,session_003,0.01199813258636788
ood_05,out_of_distribution,practice the 3-step ghosting,hybrid_fusion_balanced_grammar,2,session_214,0.009836065573770493
ood_05,out_of_distribution,practice the 3-step ghosting,hybrid_fusion_balanced_grammar,3,session_266,0.009677419354838708
ood_05,out_of_distribution,practice the 3-step ghosting,hybrid_fusion_balanced_grammar,4,session_116,0.009523809523809523
ood_05,out_of_distribution,practice the 3-step ghosting,hybrid_fusion_balanced_grammar,5,session_454,0.009375
ood_05,out_of_distribution,practice the 3-step ghosting,hybrid_fusion_balanced_grammar,6,session_381,0.009230769230769232
ood_05,out_of_distribution,practice the 3-step ghosting,hybrid_fusion_balanced_grammar,7,session_181,0.00909090909090909
ood_05,out_of_distribution,practice the 3-step ghosting,hybrid_fusion_balanced_grammar,8,session_482,0.008955223880597014
ood_05,out_of_distribution,practice the 3-step ghosting,hybrid_fusion_balanced_grammar,9,session_358,0.008695652173913044
ood_05,out_of_distribution,practice the 3-step ghosting,hybrid_fusion_balanced_grammar,10,session_251,0.00857142857142857
ood_06,out_of_distribution,a solo to practice cross drops,semantic_e5_balanced_grammar,1,session_152,0.7991297245025635
ood_06,out_of_distribution,a solo to practice cross drops,semantic_e5_balanced_grammar,2,session_345,0.7970032691955566
ood_06,out_of_distribution,a solo to practice cross drops,semantic_e5_balanced_grammar,3,session_109,0.7964529991149902
ood_06,out_of_distribution,a solo to practice cross drops,semantic_e5_balanced_grammar,4,session_284,0.7960200905799866
ood_06,out_of_distribution,a solo to practice cross drops,semantic_e5_balanced_grammar,5,session_154,0.7954709529876709
ood_06,out_of_distribution,a solo to practice cross drops,semantic_e5_balanced_grammar,6,session_463,0.7953957319259644
ood_06,out_of_distribution,a solo to practice cross drops,semantic_e5_balanced_grammar,7,session_477,0.7942185401916504
ood_06,out_of_distribution,a solo to practice cross drops,semantic_e5_balanced_grammar,8,session_196,0.794014573097229
ood_06,out_of_distribution,a solo to practice cross drops,semantic_e5_balanced_grammar,9,session_455,0.793874979019165
ood_06,out_of_distribution,a solo to practice cross drops,semantic_e5_balanced_grammar,10,session_316,0.7938035130500793
ood_06,out_of_distribution,a solo to practice cross drops,sparse_bm25_balanced_grammar,1,session_001,0.0
ood_06,out_of_distribution,a solo to practice cross drops,sparse_bm25_balanced_grammar,2,session_002,0.0
ood_06,out_of_distribution,a solo to practice cross drops,sparse_bm25_balanced_grammar,3,session_003,0.0
ood_06,out_of_distribution,a solo to practice cross drops,sparse_bm25_balanced_grammar,4,session_004,0.0
ood_06,out_of_distribution,a solo to practice cross drops,sparse_bm25_balanced_grammar,5,session_005,0.0
ood_06,out_of_distribution,a solo to practice cross drops,sparse_bm25_balanced_grammar,6,session_006,0.0
ood_06,out_of_distribution,a solo to practice cross drops,sparse_bm25_balanced_grammar,7,session_007,0.0
ood_06,out_of_distribution,a solo to practice cross drops,sparse_bm25_balanced_grammar,8,session_008,0.0
ood_06,out_of_distribution,a solo to practice cross drops,sparse_bm25_balanced_grammar,9,session_009,0.0
ood_06,out_of_distribution,a solo to practice cross drops,sparse_bm25_balanced_grammar,10,session_010,0.0
ood_06,out_of_distribution,a solo to practice cross drops,field_metadata_balanced_grammar,1,session_141,4.494545454545454
ood_06,out_of_distribution,a solo to practice cross drops,field_metadata_balanced_grammar,2,session_358,4.494545454545454
ood_06,out_of_distribution,a solo to practice cross drops,field_metadata_balanced_grammar,3,session_388,4.494545454545454
ood_06,out_of_distribution,a solo to practice cross drops,field_metadata_balanced_grammar,4,session_490,4.485324675324675
ood_06,out_of_distribution,a solo to practice cross drops,field_metadata_balanced_grammar,5,session_025,4.484848484848484
ood_06,out_of_distribution,a solo to practice cross drops,field_metadata_balanced_grammar,6,session_440,4.484848484848484
ood_06,out_of_distribution,a solo to practice cross drops,field_metadata_balanced_grammar,7,session_409,4.447272727272727
ood_06,out_of_distribution,a solo to practice cross drops,field_metadata_balanced_grammar,8,session_500,4.447272727272727
ood_06,out_of_distribution,a solo to practice cross drops,field_metadata_balanced_grammar,9,session_116,4.441991341991342
ood_06,out_of_distribution,a solo to practice cross drops,field_metadata_balanced_grammar,10,session_065,4.436863136863137
ood_06,out_of_distribution,a solo to practice cross drops,hybrid_fusion_balanced_grammar,1,session_005,0.012619279454722493
ood_06,out_of_distribution,a solo to practice cross drops,hybrid_fusion_balanced_grammar,2,session_025,0.012217194570135747
ood_06,out_of_distribution,a solo to practice cross drops,hybrid_fusion_balanced_grammar,3,session_001,0.007377049180327869
ood_06,out_of_distribution,a solo to practice cross drops,hybrid_fusion_balanced_grammar,4,session_141,0.007377049180327869
ood_06,out_of_distribution,a solo to practice cross drops,hybrid_fusion_balanced_grammar,5,session_002,0.007258064516129033
ood_06,out_of_distribution,a solo to practice cross drops,hybrid_fusion_balanced_grammar,6,session_358,0.007258064516129033
ood_06,out_of_distribution,a solo to practice cross drops,hybrid_fusion_balanced_grammar,7,session_003,0.007142857142857143
ood_06,out_of_distribution,a solo to practice cross drops,hybrid_fusion_balanced_grammar,8,session_388,0.007142857142857143
ood_06,out_of_distribution,a solo to practice cross drops,hybrid_fusion_balanced_grammar,9,session_004,0.00703125
ood_06,out_of_distribution,a solo to practice cross drops,hybrid_fusion_balanced_grammar,10,session_490,0.00703125
ood_07,out_of_distribution,what is the best squash racket for a beginner,semantic_e5_balanced_grammar,1,session_070,0.7756314277648926
ood_07,out_of_distribution,what is the best squash racket for a beginner,semantic_e5_balanced_grammar,2,session_375,0.7744369506835938
ood_07,out_of_distribution,what is the best squash racket for a beginner,semantic_e5_balanced_grammar,3,session_344,0.7739697098731995
ood_07,out_of_distribution,what is the best squash racket for a beginner,semantic_e5_balanced_grammar,4,session_005,0.7729829549789429
ood_07,out_of_distribution,what is the best squash racket for a beginner,semantic_e5_balanced_grammar,5,session_013,0.7728676199913025
ood_07,out_of_distribution,what is the best squash racket for a beginner,semantic_e5_balanced_grammar,6,session_079,0.7728089690208435
ood_07,out_of_distribution,what is the best squash racket for a beginner,semantic_e5_balanced_grammar,7,session_248,0.7728006839752197
ood_07,out_of_distribution,what is the best squash racket for a beginner,semantic_e5_balanced_grammar,8,session_222,0.772362232208252
ood_07,out_of_distribution,what is the best squash racket for a beginner,semantic_e5_balanced_grammar,9,session_104,0.7722875475883484
ood_07,out_of_distribution,what is the best squash racket for a beginner,semantic_e5_balanced_grammar,10,session_348,0.7721629738807678
ood_07,out_of_distribution,what is the best squash racket for a beginner,sparse_bm25_balanced_grammar,1,session_108,-1.3105787599243206
ood_07,out_of_distribution,what is the best squash racket for a beginner,sparse_bm25_balanced_grammar,2,session_170,-1.3105787599243206
ood_07,out_of_distribution,what is the best squash racket for a beginner,sparse_bm25_balanced_grammar,3,session_073,-1.316154380610847
ood_07,out_of_distribution,what is the best squash racket for a beginner,sparse_bm25_balanced_grammar,4,session_182,-1.318224880235166
ood_07,out_of_distribution,what is the best squash racket for a beginner,sparse_bm25_balanced_grammar,5,session_286,-1.3217935784325734
ood_07,out_of_distribution,what is the best squash racket for a beginner,sparse_bm25_balanced_grammar,6,session_416,-1.3217935784325734
ood_07,out_of_distribution,what is the best squash racket for a beginner,sparse_bm25_balanced_grammar,7,session_392,-1.3218493487116463
ood_07,out_of_distribution,what is the best squash racket for a beginner,sparse_bm25_balanced_grammar,8,session_473,-1.323710697649208
ood_07,out_of_distribution,what is the best squash racket for a beginner,sparse_bm25_balanced_grammar,9,session_265,-1.3242537560237295
ood_07,out_of_distribution,what is the best squash racket for a beginner,sparse_bm25_balanced_grammar,10,session_395,-1.324282780076183
ood_07,out_of_distribution,what is the best squash racket for a beginner,hybrid_fusion_balanced_grammar,1,session_108,0.007377049180327869
ood_07,out_of_distribution,what is the best squash racket for a beginner,hybrid_fusion_balanced_grammar,2,session_170,0.007258064516129033
ood_07,out_of_distribution,what is the best squash racket for a beginner,hybrid_fusion_balanced_grammar,3,session_073,0.007142857142857143
ood_07,out_of_distribution,what is the best squash racket for a beginner,hybrid_fusion_balanced_grammar,4,session_182,0.00703125
ood_07,out_of_distribution,what is the best squash racket for a beginner,hybrid_fusion_balanced_grammar,5,session_286,0.006923076923076923
ood_07,out_of_distribution,what is the best squash racket for a beginner,hybrid_fusion_balanced_grammar,6,session_416,0.006818181818181819
ood_07,out_of_distribution,what is the best squash racket for a beginner,hybrid_fusion_balanced_grammar,7,session_392,0.006716417910447761
ood_07,out_of_distribution,what is the best squash racket for a beginner,hybrid_fusion_balanced_grammar,8,session_473,0.006617647058823529
ood_07,out_of_distribution,what is the best squash racket for a beginner,hybrid_fusion_balanced_grammar,9,session_265,0.006521739130434783
ood_07,out_of_distribution,what is the best squash racket for a beginner,hybrid_fusion_balanced_grammar,10,session_395,0.0064285714285714285
ood_08,out_of_distribution,rules of a tie-break in squash,semantic_e5_balanced_grammar,1,session_204,0.7806128263473511
ood_08,out_of_distribution,rules of a tie-break in squash,semantic_e5_balanced_grammar,2,session_222,0.7798153162002563
ood_08,out_of_distribution,rules of a tie-break in squash,semantic_e5_balanced_grammar,3,session_033,0.7796722650527954
ood_08,out_of_distribution,rules of a tie-break in squash,semantic_e5_balanced_grammar,4,session_273,0.7788347005844116
ood_08,out_of_distribution,rules of a tie-break in squash,semantic_e5_balanced_grammar,5,session_197,0.7785032987594604
ood_08,out_of_distribution,rules of a tie-break in squash,semantic_e5_balanced_grammar,6,session_050,0.778380274772644
ood_08,out_of_distribution,rules of a tie-break in squash,semantic_e5_balanced_grammar,7,session_202,0.7782742977142334
ood_08,out_of_distribution,rules of a tie-break in squash,semantic_e5_balanced_grammar,8,session_412,0.7779874801635742
ood_08,out_of_distribution,rules of a tie-break in squash,semantic_e5_balanced_grammar,9,session_274,0.7779628038406372
ood_08,out_of_distribution,rules of a tie-break in squash,semantic_e5_balanced_grammar,10,session_216,0.7779549360275269
ood_08,out_of_distribution,rules of a tie-break in squash,sparse_bm25_balanced_grammar,1,session_108,-1.3105787599243206
ood_08,out_of_distribution,rules of a tie-break in squash,sparse_bm25_balanced_grammar,2,session_170,-1.3105787599243206
ood_08,out_of_distribution,rules of a tie-break in squash,sparse_bm25_balanced_grammar,3,session_073,-1.316154380610847
ood_08,out_of_distribution,rules of a tie-break in squash,sparse_bm25_balanced_grammar,4,session_182,-1.318224880235166
ood_08,out_of_distribution,rules of a tie-break in squash,sparse_bm25_balanced_grammar,5,session_286,-1.3217935784325734
ood_08,out_of_distribution,rules of a tie-break in squash,sparse_bm25_balanced_grammar,6,session_416,-1.3217935784325734
ood_08,out_of_distribution,rules of a tie-break in squash,sparse_bm25_balanced_grammar,7,session_392,-1.3218493487116463
ood_08,out_of_distribution,rules of a tie-break in squash,sparse_bm25_balanced_grammar,8,session_473,-1.323710697649208
ood_08,out_of_distribution,rules of a tie-break in squash,sparse_bm25_balanced_grammar,9,session_265,-1.3242537560237295
ood_08,out_of_distribution,rules of a tie-break in squash,sparse_bm25_balanced_grammar,10,session_395,-1.324282780076183
ood_08,out_of_distribution,rules of a tie-break in squash,hybrid_fusion_balanced_grammar,1,session_204,0.009836065573770493
ood_08,out_of_distribution,rules of a tie-break in squash,hybrid_fusion_balanced_grammar,2,session_222,0.009677419354838708
