grammar_type,query_id,query_type,strategy_name,rank,doc_id,score
loose,complex_02_cg,Complexity Type 1 (Relevant),Metadata Sparse,7,session_031,2.20015228373558
loose,complex_02_cg,Complexity Type 1 (Relevant),Metadata Sparse,8,session_049,2.20015228373558
loose,complex_02_cg,Complexity Type 1 (Relevant),Metadata Sparse,9,session_088,2.20015228373558
loose,complex_02_cg,Complexity Type 1 (Relevant),Metadata Sparse,10,session_067,2.1966296872634414
loose,complex_02_cg,Complexity Type 1 (Relevant),Dense Retriever,1,session_030,0.8362493515014648
loose,complex_02_cg,Complexity Type 1 (Relevant),Dense Retriever,2,session_070,0.8341606855392456
loose,complex_02_cg,Complexity Type 1 (Relevant),Dense Retriever,3,session_065,0.833800733089447
loose,complex_02_cg,Complexity Type 1 (Relevant),Dense Retriever,4,session_019,0.8332201242446899
loose,complex_02_cg,Complexity Type 1 (Relevant),Dense Retriever,5,session_020,0.8317789435386658
loose,complex_02_cg,Complexity Type 1 (Relevant),Dense Retriever,6,session_082,0.8299787640571594
loose,complex_02_cg,Complexity Type 1 (Relevant),Dense Retriever,7,session_088,0.8293396234512329
loose,complex_02_cg,Complexity Type 1 (Relevant),Dense Retriever,8,session_056,0.8289670944213867
loose,complex_02_cg,Complexity Type 1 (Relevant),Dense Retriever,9,session_042,0.8282178640365601
loose,complex_02_cg,Complexity Type 1 (Relevant),Dense Retriever,10,session_058,0.8277813792228699
loose,complex_02_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,1,session_030,0.01604268574828133
loose,complex_02_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,2,session_065,0.01575091575091575
loose,complex_02_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,3,session_019,0.015606777295285361
loose,complex_02_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,4,session_070,0.015341244906212088
loose,complex_02_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,5,session_082,0.014936633414894283
loose,complex_02_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,6,session_020,0.0121437578814628
loose,complex_02_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,7,session_042,0.011264822134387351
loose,complex_02_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,8,session_056,0.01116110623353819
loose,complex_02_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,9,session_010,0.009375
loose,complex_02_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,10,session_084,0.00857142857142857
loose,complex_03_cg,Complexity Type 1 (Relevant),Field Retriever,1,session_030,14.46
loose,complex_03_cg,Complexity Type 1 (Relevant),Field Retriever,2,session_020,14.4
loose,complex_03_cg,Complexity Type 1 (Relevant),Field Retriever,3,session_065,14.4
loose,complex_03_cg,Complexity Type 1 (Relevant),Field Retriever,4,session_070,13.46
loose,complex_03_cg,Complexity Type 1 (Relevant),Field Retriever,5,session_019,13.4
loose,complex_03_cg,Complexity Type 1 (Relevant),Field Retriever,6,session_010,13.357142857142858
loose,complex_03_cg,Complexity Type 1 (Relevant),Field Retriever,7,session_042,13.357142857142858
loose,complex_03_cg,Complexity Type 1 (Relevant),Field Retriever,8,session_056,13.357142857142858
loose,complex_03_cg,Complexity Type 1 (Relevant),Field Retriever,9,session_082,13.357142857142858
loose,complex_03_cg,Complexity Type 1 (Relevant),Field Retriever,10,session_088,13.357142857142858
loose,complex_03_cg,Complexity Type 1 (Relevant),Metadata Sparse,1,session_070,2.5286043051000595
loose,complex_03_cg,Complexity Type 1 (Relevant),Metadata Sparse,2,session_019,2.473890625928507
loose,complex_03_cg,Complexity Type 1 (Relevant),Metadata Sparse,3,session_082,2.4474121995459335
loose,complex_03_cg,Complexity Type 1 (Relevant),Metadata Sparse,4,session_030,2.295844039067578
loose,complex_03_cg,Complexity Type 1 (Relevant),Metadata Sparse,5,session_065,2.281633257209325
loose,complex_03_cg,Complexity Type 1 (Relevant),Metadata Sparse,6,session_012,2.20015228373558
loose,complex_03_cg,Complexity Type 1 (Relevant),Metadata Sparse,7,session_031,2.20015228373558
loose,complex_03_cg,Complexity Type 1 (Relevant),Metadata Sparse,8,session_049,2.20015228373558
loose,complex_03_cg,Complexity Type 1 (Relevant),Metadata Sparse,9,session_088,2.20015228373558
loose,complex_03_cg,Complexity Type 1 (Relevant),Metadata Sparse,10,session_067,2.1966296872634414
loose,complex_03_cg,Complexity Type 1 (Relevant),Dense Retriever,1,session_030,0.8362493515014648
loose,complex_03_cg,Complexity Type 1 (Relevant),Dense Retriever,2,session_070,0.8341606855392456
loose,complex_03_cg,Complexity Type 1 (Relevant),Dense Retriever,3,session_065,0.833800733089447
loose,complex_03_cg,Complexity Type 1 (Relevant),Dense Retriever,4,session_019,0.8332201242446899
loose,complex_03_cg,Complexity Type 1 (Relevant),Dense Retriever,5,session_020,0.8317789435386658
loose,complex_03_cg,Complexity Type 1 (Relevant),Dense Retriever,6,session_082,0.8299787640571594
loose,complex_03_cg,Complexity Type 1 (Relevant),Dense Retriever,7,session_088,0.8293396234512329
loose,complex_03_cg,Complexity Type 1 (Relevant),Dense Retriever,8,session_056,0.8289670944213867
loose,complex_03_cg,Complexity Type 1 (Relevant),Dense Retriever,9,session_042,0.8282178640365601
loose,complex_03_cg,Complexity Type 1 (Relevant),Dense Retriever,10,session_058,0.8277813792228699
loose,complex_03_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,1,session_030,0.016201331967213115
loose,complex_03_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,2,session_070,0.01589271549444738
loose,complex_03_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,3,session_065,0.01575091575091575
loose,complex_03_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,4,session_019,0.015606777295285361
loose,complex_03_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,5,session_082,0.014936633414894283
loose,complex_03_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,6,session_088,0.014433422947374926
loose,complex_03_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,7,session_020,0.011985111662531016
loose,complex_03_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,8,session_042,0.011129136924075274
loose,complex_03_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,9,session_056,0.011029411764705881
loose,complex_03_cg,Complexity Type 1 (Relevant),Dynamic Hybrid RRF,10,session_010,0.00909090909090909
loose,complex_21_mix,Complexity Type 2 (Relevant),Field Retriever,1,session_001,8.0
loose,complex_21_mix,Complexity Type 2 (Relevant),Field Retriever,2,session_002,8.0
loose,complex_21_mix,Complexity Type 2 (Relevant),Field Retriever,3,session_005,8.0
loose,complex_21_mix,Complexity Type 2 (Relevant),Field Retriever,4,session_006,8.0
loose,complex_21_mix,Complexity Type 2 (Relevant),Field Retriever,5,session_009,8.0
loose,complex_21_mix,Complexity Type 2 (Relevant),Field Retriever,6,session_015,8.0
loose,complex_21_mix,Complexity Type 2 (Relevant),Field Retriever,7,session_017,8.0
loose,complex_21_mix,Complexity Type 2 (Relevant),Field Retriever,8,session_018,8.0
loose,complex_21_mix,Complexity Type 2 (Relevant),Field Retriever,9,session_021,8.0
loose,complex_21_mix,Complexity Type 2 (Relevant),Field Retriever,10,session_023,8.0
loose,complex_21_mix,Complexity Type 2 (Relevant),Metadata Sparse,1,session_010,1.637437109471224
loose,complex_21_mix,Complexity Type 2 (Relevant),Metadata Sparse,2,session_047,1.4722731322537803
loose,complex_21_mix,Complexity Type 2 (Relevant),Metadata Sparse,3,session_056,1.465235302085206
loose,complex_21_mix,Complexity Type 2 (Relevant),Metadata Sparse,4,session_099,1.325806289526688
loose,complex_21_mix,Complexity Type 2 (Relevant),Metadata Sparse,5,session_089,0.9581068555478969
loose,complex_21_mix,Complexity Type 2 (Relevant),Metadata Sparse,6,session_083,0.8620766245979342
loose,complex_21_mix,Complexity Type 2 (Relevant),Metadata Sparse,7,session_041,0.856537910890295
loose,complex_21_mix,Complexity Type 2 (Relevant),Metadata Sparse,8,session_032,0.8510699136584507
loose,complex_21_mix,Complexity Type 2 (Relevant),Metadata Sparse,9,session_046,0.8510699136584507
loose,complex_21_mix,Complexity Type 2 (Relevant),Metadata Sparse,10,session_003,0.7733164893052515
loose,complex_21_mix,Complexity Type 2 (Relevant),Dense Retriever,1,session_078,0.8179898262023926
loose,complex_21_mix,Complexity Type 2 (Relevant),Dense Retriever,2,session_018,0.8161158561706543
loose,complex_21_mix,Complexity Type 2 (Relevant),Dense Retriever,3,session_060,0.8151350617408752
loose,complex_21_mix,Complexity Type 2 (Relevant),Dense Retriever,4,session_005,0.814687967300415
loose,complex_21_mix,Complexity Type 2 (Relevant),Dense Retriever,5,session_041,0.8137108087539673
loose,complex_21_mix,Complexity Type 2 (Relevant),Dense Retriever,6,session_044,0.8135803937911987
loose,complex_21_mix,Complexity Type 2 (Relevant),Dense Retriever,7,session_023,0.8120391368865967
loose,complex_21_mix,Complexity Type 2 (Relevant),Dense Retriever,8,session_048,0.8110764026641846
loose,complex_21_mix,Complexity Type 2 (Relevant),Dense Retriever,9,session_058,0.8102904558181763
loose,complex_21_mix,Complexity Type 2 (Relevant),Dense Retriever,10,session_003,0.8096561431884766
loose,complex_21_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,1,session_005,0.011867559523809523
loose,complex_21_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,2,session_018,0.011242884250474382
loose,complex_21_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,3,session_023,0.010810234541577823
loose,complex_21_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,4,session_001,0.009836065573770493
loose,complex_21_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,5,session_002,0.009677419354838708
loose,complex_21_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,6,session_006,0.009375
loose,complex_21_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,7,session_009,0.009230769230769232
loose,complex_21_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,8,session_015,0.00909090909090909
loose,complex_21_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,9,session_017,0.008955223880597014
loose,complex_21_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,10,session_021,0.008695652173913044
loose,complex_22_mix,Complexity Type 2 (Relevant),Field Retriever,1,session_001,12.0
loose,complex_22_mix,Complexity Type 2 (Relevant),Field Retriever,2,session_002,12.0
loose,complex_22_mix,Complexity Type 2 (Relevant),Field Retriever,3,session_006,12.0
loose,complex_22_mix,Complexity Type 2 (Relevant),Field Retriever,4,session_009,12.0
loose,complex_22_mix,Complexity Type 2 (Relevant),Field Retriever,5,session_015,12.0
loose,complex_22_mix,Complexity Type 2 (Relevant),Field Retriever,6,session_017,12.0
loose,complex_22_mix,Complexity Type 2 (Relevant),Field Retriever,7,session_021,12.0
loose,complex_22_mix,Complexity Type 2 (Relevant),Field Retriever,8,session_033,12.0
loose,complex_22_mix,Complexity Type 2 (Relevant),Field Retriever,9,session_039,12.0
loose,complex_22_mix,Complexity Type 2 (Relevant),Field Retriever,10,session_050,12.0
loose,complex_22_mix,Complexity Type 2 (Relevant),Metadata Sparse,1,session_089,0.9581068555478969
loose,complex_22_mix,Complexity Type 2 (Relevant),Metadata Sparse,2,session_083,0.8620766245979342
loose,complex_22_mix,Complexity Type 2 (Relevant),Metadata Sparse,3,session_041,0.856537910890295
loose,complex_22_mix,Complexity Type 2 (Relevant),Metadata Sparse,4,session_046,0.8510699136584507
loose,complex_22_mix,Complexity Type 2 (Relevant),Metadata Sparse,5,session_003,0.7733164893052515
loose,complex_22_mix,Complexity Type 2 (Relevant),Metadata Sparse,6,session_058,0.7733164893052515
loose,complex_22_mix,Complexity Type 2 (Relevant),Metadata Sparse,7,session_078,0.7733164893052515
loose,complex_22_mix,Complexity Type 2 (Relevant),Metadata Sparse,8,session_060,0.7677497176494074
loose,complex_22_mix,Complexity Type 2 (Relevant),Metadata Sparse,9,session_048,0.766645966960533
loose,complex_22_mix,Complexity Type 2 (Relevant),Metadata Sparse,10,session_010,0.7465055324359046
loose,complex_22_mix,Complexity Type 2 (Relevant),Dense Retriever,1,session_018,0.8179936408996582
loose,complex_22_mix,Complexity Type 2 (Relevant),Dense Retriever,2,session_039,0.816544234752655
loose,complex_22_mix,Complexity Type 2 (Relevant),Dense Retriever,3,session_064,0.8162054419517517
loose,complex_22_mix,Complexity Type 2 (Relevant),Dense Retriever,4,session_078,0.8146891593933105
loose,complex_22_mix,Complexity Type 2 (Relevant),Dense Retriever,5,session_052,0.8135950565338135
loose,complex_22_mix,Complexity Type 2 (Relevant),Dense Retriever,6,session_033,0.813575804233551
loose,complex_22_mix,Complexity Type 2 (Relevant),Dense Retriever,7,session_005,0.8132274150848389
loose,complex_22_mix,Complexity Type 2 (Relevant),Dense Retriever,8,session_051,0.8123304843902588
loose,complex_22_mix,Complexity Type 2 (Relevant),Dense Retriever,9,session_017,0.8122304677963257
loose,complex_22_mix,Complexity Type 2 (Relevant),Dense Retriever,10,session_001,0.8122044801712036
loose,complex_22_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,1,session_001,0.011978922716627635
loose,complex_22_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,2,session_017,0.011264822134387351
loose,complex_22_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,3,session_039,0.01111500701262272
loose,complex_22_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,4,session_033,0.01109625668449198
loose,complex_22_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,5,session_002,0.009677419354838708
loose,complex_22_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,6,session_006,0.009523809523809523
loose,complex_22_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,7,session_009,0.009375
loose,complex_22_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,8,session_015,0.009230769230769232
loose,complex_22_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,9,session_021,0.008955223880597014
loose,complex_22_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,10,session_050,0.00857142857142857
loose,complex_23_mix,Complexity Type 2 (Relevant),Field Retriever,1,session_039,14.325
loose,complex_23_mix,Complexity Type 2 (Relevant),Field Retriever,2,session_064,14.325
loose,complex_23_mix,Complexity Type 2 (Relevant),Field Retriever,3,session_001,14.280000000000001
loose,complex_23_mix,Complexity Type 2 (Relevant),Field Retriever,4,session_015,14.280000000000001
loose,complex_23_mix,Complexity Type 2 (Relevant),Field Retriever,5,session_017,14.280000000000001
loose,complex_23_mix,Complexity Type 2 (Relevant),Field Retriever,6,session_033,14.280000000000001
loose,complex_23_mix,Complexity Type 2 (Relevant),Field Retriever,7,session_051,14.280000000000001
loose,complex_23_mix,Complexity Type 2 (Relevant),Field Retriever,8,session_052,14.280000000000001
loose,complex_23_mix,Complexity Type 2 (Relevant),Field Retriever,9,session_086,14.280000000000001
loose,complex_23_mix,Complexity Type 2 (Relevant),Field Retriever,10,session_009,14.25
loose,complex_23_mix,Complexity Type 2 (Relevant),Metadata Sparse,1,session_083,0.8620766245979342
loose,complex_23_mix,Complexity Type 2 (Relevant),Metadata Sparse,2,session_089,0.2640668598948346
loose,complex_23_mix,Complexity Type 2 (Relevant),Metadata Sparse,3,session_041,0.23607312190699026
loose,complex_23_mix,Complexity Type 2 (Relevant),Metadata Sparse,4,session_046,0.23456606990066575
loose,complex_23_mix,Complexity Type 2 (Relevant),Metadata Sparse,5,session_003,0.21313620276619205
loose,complex_23_mix,Complexity Type 2 (Relevant),Metadata Sparse,6,session_058,0.21313620276619205
loose,complex_23_mix,Complexity Type 2 (Relevant),Metadata Sparse,7,session_078,0.21313620276619205
loose,complex_23_mix,Complexity Type 2 (Relevant),Metadata Sparse,8,session_060,0.2116019272285541
loose,complex_23_mix,Complexity Type 2 (Relevant),Metadata Sparse,9,session_048,0.21129771901124506
loose,complex_23_mix,Complexity Type 2 (Relevant),Metadata Sparse,10,session_023,0.19451879372091807
loose,complex_23_mix,Complexity Type 2 (Relevant),Dense Retriever,1,session_018,0.8111533522605896
loose,complex_23_mix,Complexity Type 2 (Relevant),Dense Retriever,2,session_064,0.8080352544784546
loose,complex_23_mix,Complexity Type 2 (Relevant),Dense Retriever,3,session_078,0.8077967166900635
loose,complex_23_mix,Complexity Type 2 (Relevant),Dense Retriever,4,session_039,0.8077791333198547
loose,complex_23_mix,Complexity Type 2 (Relevant),Dense Retriever,5,session_005,0.8057653307914734
loose,complex_23_mix,Complexity Type 2 (Relevant),Dense Retriever,6,session_058,0.8051794767379761
loose,complex_23_mix,Complexity Type 2 (Relevant),Dense Retriever,7,session_033,0.8050205111503601
loose,complex_23_mix,Complexity Type 2 (Relevant),Dense Retriever,8,session_052,0.8047193884849548
loose,complex_23_mix,Complexity Type 2 (Relevant),Dense Retriever,9,session_023,0.804698646068573
loose,complex_23_mix,Complexity Type 2 (Relevant),Dense Retriever,10,session_051,0.8037819266319275
loose,complex_23_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,1,session_039,0.012179815573770493
loose,complex_23_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,2,session_064,0.012096774193548385
loose,complex_23_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,3,session_033,0.011329715061058343
loose,complex_23_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,4,session_051,0.011098081023454156
loose,complex_23_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,5,session_052,0.011029411764705881
loose,complex_23_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,6,session_001,0.009523809523809523
loose,complex_23_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,7,session_015,0.009375
loose,complex_23_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,8,session_017,0.009230769230769232
loose,complex_23_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,9,session_086,0.008695652173913044
loose,complex_23_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,10,session_009,0.00857142857142857
loose,complex_24_mix,Complexity Type 2 (Relevant),Field Retriever,1,session_002,15.728571428571428
loose,complex_24_mix,Complexity Type 2 (Relevant),Field Retriever,2,session_006,15.728571428571428
loose,complex_24_mix,Complexity Type 2 (Relevant),Field Retriever,3,session_021,15.728571428571428
loose,complex_24_mix,Complexity Type 2 (Relevant),Field Retriever,4,session_069,15.728571428571428
loose,complex_24_mix,Complexity Type 2 (Relevant),Field Retriever,5,session_001,15.555000000000001
loose,complex_24_mix,Complexity Type 2 (Relevant),Field Retriever,6,session_015,15.555000000000001
loose,complex_24_mix,Complexity Type 2 (Relevant),Field Retriever,7,session_017,15.555000000000001
loose,complex_24_mix,Complexity Type 2 (Relevant),Field Retriever,8,session_033,15.555000000000001
loose,complex_24_mix,Complexity Type 2 (Relevant),Field Retriever,9,session_051,15.555000000000001
loose,complex_24_mix,Complexity Type 2 (Relevant),Field Retriever,10,session_052,15.555000000000001
loose,complex_24_mix,Complexity Type 2 (Relevant),Metadata Sparse,1,session_083,-0.14433530926664273
loose,complex_24_mix,Complexity Type 2 (Relevant),Metadata Sparse,2,session_089,-0.9867552237018847
loose,complex_24_mix,Complexity Type 2 (Relevant),Metadata Sparse,3,session_065,-0.9958171374028594
loose,complex_24_mix,Complexity Type 2 (Relevant),Metadata Sparse,4,session_058,-1.1988404031629125
loose,complex_24_mix,Complexity Type 2 (Relevant),Metadata Sparse,5,session_078,-1.2338290352383114
loose,complex_24_mix,Complexity Type 2 (Relevant),Metadata Sparse,6,session_041,-1.2681609773836295
loose,complex_24_mix,Complexity Type 2 (Relevant),Metadata Sparse,7,session_003,-1.317118448477349
loose,complex_24_mix,Complexity Type 2 (Relevant),Metadata Sparse,8,session_023,-1.4645958259176113
loose,complex_24_mix,Complexity Type 2 (Relevant),Metadata Sparse,9,session_100,-1.5744444771243264
loose,complex_24_mix,Complexity Type 2 (Relevant),Metadata Sparse,10,session_096,-1.7428036462162815
loose,complex_24_mix,Complexity Type 2 (Relevant),Dense Retriever,1,session_018,0.8111533522605896
loose,complex_24_mix,Complexity Type 2 (Relevant),Dense Retriever,2,session_064,0.8080352544784546
loose,complex_24_mix,Complexity Type 2 (Relevant),Dense Retriever,3,session_078,0.8077967166900635
loose,complex_24_mix,Complexity Type 2 (Relevant),Dense Retriever,4,session_039,0.8077791333198547
loose,complex_24_mix,Complexity Type 2 (Relevant),Dense Retriever,5,session_005,0.8057653307914734
loose,complex_24_mix,Complexity Type 2 (Relevant),Dense Retriever,6,session_058,0.8051794767379761
loose,complex_24_mix,Complexity Type 2 (Relevant),Dense Retriever,7,session_033,0.8050205111503601
loose,complex_24_mix,Complexity Type 2 (Relevant),Dense Retriever,8,session_052,0.8047193884849548
loose,complex_24_mix,Complexity Type 2 (Relevant),Dense Retriever,9,session_023,0.804698646068573
loose,complex_24_mix,Complexity Type 2 (Relevant),Dense Retriever,10,session_051,0.8037819266319275
loose,complex_24_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,1,session_033,0.011062335381913958
loose,complex_24_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,2,session_051,0.010838509316770186
loose,complex_24_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,3,session_052,0.010777310924369746
loose,complex_24_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,4,session_002,0.009836065573770493
loose,complex_24_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,5,session_006,0.009677419354838708
loose,complex_24_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,6,session_021,0.009523809523809523
loose,complex_24_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,7,session_069,0.009375
loose,complex_24_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,8,session_001,0.009230769230769232
loose,complex_24_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,9,session_015,0.00909090909090909
loose,complex_24_mix,Complexity Type 2 (Relevant),Dynamic Hybrid RRF,10,session_017,0.008955223880597014
loose,ooc_01,Relevant (Outside Corpus),Field Retriever,1,session_040,2.46
loose,ooc_01,Relevant (Outside Corpus),Field Retriever,2,session_083,2.46
